wordle_id,year,month,date,n_players,n_hard_mode,percent_1,percent_2,percent_3,percent_4,percent_5,percent_6,percent_fail,answer
625,2023,3,6,20708,2013,0,3,24,40,23,8,1,pinky
626,2023,3,7,21220,1988,1,13,34,29,15,6,2,horse
627,2023,3,8,19928,1923,0,6,23,35,25,9,1,regal
628,2023,3,9,19925,1907,0,6,30,39,19,5,1,where
629,2023,3,10,18871,1847,0,2,13,31,33,18,4,revel
630,2023,3,11,19021,1884,1,8,32,35,18,6,1,email
631,2023,3,12,19252,1865,1,6,28,34,21,9,1,birth
632,2023,3,13,20648,1984,1,8,25,33,22,9,1,blame
633,2023,3,14,19649,1878,0,3,26,40,22,7,1,surly
634,2023,3,15,19402,1896,0,2,15,38,33,11,1,sweep
635,2023,3,16,19641,1941,0,5,22,29,23,14,6,cider
636,2023,3,17,19840,1939,0,5,26,40,22,6,1,mealy
637,2023,3,18,18335,1807,1,6,27,40,20,6,1,yacht
638,2023,3,19,19273,1926,0,6,27,38,22,7,1,credo
639,2023,3,20,19575,1919,0,5,21,36,27,9,1,glove
640,2023,3,21,21167,1998,1,9,32,37,17,3,0,tough
641,2023,3,22,18711,1843,0,4,24,41,23,7,1,duvet
642,2023,3,23,20338,1967,0,6,35,34,15,7,2,staid
643,2023,3,24,20812,2039,1,9,35,34,16,5,1,grout
644,2023,3,25,18660,1836,0,4,23,34,24,12,3,voter
645,2023,3,26,18775,1799,0,9,32,36,18,5,0,untie
646,2023,3,27,19802,1990,0,5,19,34,28,12,2,guano
647,2023,3,28,19303,1872,0,4,24,36,22,12,3,hurry
648,2023,3,29,18768,1886,0,2,19,40,29,9,1,beset
649,2023,3,30,20943,2001,2,12,30,33,17,6,1,bread
650,2023,3,31,18136,1807,0,4,17,35,29,13,2,every
651,2023,4,1,19425,1916,1,10,31,37,17,4,0,march
652,2023,4,2,19680,1935,0,7,34,37,16,5,1,stock
653,2023,4,3,19183,1864,0,5,28,40,21,5,0,flora
654,2023,4,4,20532,1989,3,14,35,30,14,4,0,ratio
655,2023,4,5,18901,1856,0,3,19,40,27,9,1,smash
656,2023,4,6,18893,1845,0,4,18,30,28,16,3,leafy
657,2023,4,7,18624,1870,0,3,21,38,26,10,2,locus
658,2023,4,8,17319,1754,0,2,15,37,31,12,2,ledge
659,2023,4,9,19236,1991,0,3,17,32,30,15,3,snafu
660,2023,4,10,19454,1912,1,13,26,31,20,8,1,under
661,2023,4,11,18086,1858,0,2,18,38,28,12,2,qualm
662,2023,4,12,18271,1932,0,1,11,26,32,23,6,borax
663,2023,4,13,18548,1838,0,5,27,39,22,7,1,carat
664,2023,4,14,18985,1845,0,8,36,38,14,3,0,thief
665,2023,4,15,17878,1791,0,3,25,43,23,6,1,agony
666,2023,4,16,17586,1805,0,2,15,37,30,13,2,dwelt
667,2023,4,17,18974,1952,0,1,10,39,33,14,2,whiff
668,2023,4,18,22560,2399,0,6,22,21,14,15,21,hound
669,2023,4,19,19188,1822,0,4,30,44,18,3,0,thump
670,2023,4,20,21811,2102,2,26,36,24,9,3,0,plate
671,2023,4,21,17171,1768,0,2,13,37,33,13,3,kayak
672,2023,4,22,18527,1840,1,9,24,29,23,13,2,broke
673,2023,4,23,16915,1720,0,2,15,34,31,16,2,unzip
674,2023,4,24,18104,1815,0,4,24,41,24,7,1,ditto
675,2023,4,25,18034,1970,1,2,8,17,23,29,21,joker
676,2023,4,26,18168,1764,0,5,26,37,23,7,1,metro
677,2023,4,27,17995,1789,1,3,27,41,22,6,1,logic
678,2023,4,28,16610,1717,0,2,16,39,30,11,2,circa
679,2023,4,29,17634,1755,0,8,37,35,15,4,0,cedar
680,2023,4,30,16966,1734,0,1,10,32,36,17,2,plaza
681,2023,5,1,18524,1838,1,14,30,32,17,6,1,range
682,2023,5,2,18053,1744,0,2,16,43,30,8,1,sulky
683,2023,5,3,17765,1751,0,6,30,35,20,7,1,horde
684,2023,5,4,17633,1800,0,1,11,33,33,18,4,guppy
685,2023,5,5,16911,1703,0,4,23,40,24,8,1,below
686,2023,5,6,16996,1690,0,7,28,34,20,8,1,anger
687,2023,5,7,18039,1796,1,7,36,39,13,3,0,ghoul
688,2023,5,8,16684,1705,0,2,18,35,28,14,3,aglow
689,2023,5,9,16256,1666,0,1,10,33,35,17,3,cocoa
690,2023,5,10,17154,1713,1,7,29,37,20,6,1,ethic
691,2023,5,11,17777,1794,0,3,16,32,31,15,2,broom
692,2023,5,12,18486,1802,0,7,28,34,21,9,1,snack
693,2023,5,13,17209,1719,0,9,34,36,16,5,0,acrid
694,2023,5,14,17120,1764,0,5,19,29,25,17,4,scarf
